Sentence,Sentiment
enterprise value maritim food determined approximately eurm,neutral
investor remain skeptical shell bg deal,negative
upm kymmene generated thirty one consecutive quarter positive ebitda,positive
pypl great vol flow trade love company long time,positive
new delhi july sahlberg teppo kallio timo mustonen tuomas real oyj espoo finland developed novel marking method producing,neutral
risto raty tekla executive vice president said tekla structure archicad cover entire design documentation workflow throughout construction project,neutral
current position manty worked since,neutral
sale mid strength beer decreased,negative
according sweden minister local government financial market mat odell decision sell state share telecom group teliasonera carried cooperation state finland,neutral
mcd look set fall http stks co ffgj,negative
finnair total traffic decreased term revenue passenger kilometre,negative
many commercial vessel got stuck narrow bay bothnia ice thicker around aaland island,negative
operating profit rose eur mn eur mn corresponding period,positive
stock hit profit warning finnish rival rautaruukki oyj omx rtrks,negative
pleased invite join real international conference call p eet,neutral
enclosed affecto call extraordinary general meeting held july th main agenda approve authorization board proposed share issue related component software acquisition elect haakon skaarer affecto board,neutral
joint venture invest eur production technology straight away,neutral
commented time embrace dividend growth http co wcqfptn abbv csco wyn,positive
